protocol,SID,CCLASS,CCLASS2,LAC50,HILL,INF,ZERO,MAXR,DATA0,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,DATA8,DATA9,DATA10,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,name,target,smi
s-my-C8-m4-1,NCGC00095707-03,5,4,NA,NA,NA,NA,118.7746986,102.9400087,114.5231541,114.2126539,104.8223514,106.72157,111.9898101,110.5762633,127.5448152,99.76257064,108.6139451,118.7746986,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Solanesol,NA,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CO
s-my-C8-m4-1,NCGC00095709-06,5,4,NA,NA,NA,NA,106.1500333,99.24962756,106.5419035,109.9009122,99.61825337,108.3423681,102.4386439,103.3795402,108.3620736,98.77531792,106.8519288,106.1500333,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Tanshinone IIA,TNF,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C
s-my-C8-m4-1,NCGC00095838-03,2.3,4,-4.679209439,4.504470285,83.56901126,103.3767129,83.87029487,102.8767129,99.03588039,110.2089105,104.721578,100.8843914,105.9037372,92.10773444,113.7414775,100.6483243,99.54839258,83.87029487,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Sumatriptan succinate,HTR1B,CN[S+]([O-])(=O)CC1=CC=C2[NH]C=C(CCN(C)C)C2=C1
s-my-C8-m4-1,NCGC00095899-04,2.3,4,-4.479209439,4.954917313,83.19479156,100.685155,85.85985213,91.68515498,102.5457721,104.4118409,103.2736185,102.3429675,98.48525291,105.8181556,92.14684922,104.9600561,101.4496347,85.85985213,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Rizatriptan benzoate,HTR1B,CN(C)CCC1=C[NH]C2=CC=C(C[N]3C=NC=N3)C=C12
s-my-C8-m4-1,NCGC00095977-03,5,4,NA,NA,NA,NA,116.5012234,107.3596338,112.7341334,107.5580907,128.659363,114.2448443,105.5836757,98.08943662,112.7441346,114.8538729,113.5519329,116.5012234,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Paeonol,NA,COC1=CC=C(C(C)=O)C(=C1)O
s-my-C8-m4-1,NCGC00095986-02,2.3,-2.2,-4.629209439,4.094972986,46.95316454,105.1519894,50.70796429,101.0001688,98.3954323,114.998917,99.2044828,102.9726903,99.43436695,104.9712983,117.6715527,108.5110681,94.81265993,50.70796429,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,10-hydroxycamptothecin,TOP1,CC[C@@]1(O)C(=O)OCC/2=C1/C=C3\N(CC4=CC5=CC(=CC=C5N=C34)O)C2=O
s-my-C8-m4-1,NCGC00096075-03,5,4,NA,NA,NA,NA,102.1265272,103.6590622,102.5657297,108.7805789,116.6097352,101.2616866,110.3953613,113.1625434,105.6887665,107.1814093,116.193062,102.1265272,0.00039023,0.001170645,0.003511889,0.010535668,0.031606959,0.094820876,0.284462673,0.853387972,2.560163871,7.680491567,23.04147465,Parietin,PTP4A1,COC1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C)C=C3O)C2=O
s-my-C8-m4-1,NCGC00096077-05,1.3,4,-5.979209439,4.954917313,115.4536405,107.5576804,113.1647358,108.4536405,104.7903404,108.4227693,106.0482682,108.1618621,109.1652512,106.4806362,116.1975386,112.4710616,120.066603,113.1647358,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Olanzapine,DRD2,CN1CCN(CC1)C/2=N/C3=CC=CC=C3NC4=C2C=C(C)S4
s-my-C8-m4-1,NCGC00096081-03,5,4,NA,NA,NA,NA,99.82162702,105.9051587,95.73102568,102.5535994,108.0858718,102.230761,96.57623771,108.8675189,101.787038,88.23796335,106.9415759,99.82162702,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,beta-Carotene,NA,CC\1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)/CCCC2(C)C)C(C)(C)CCC1
s-my-C8-m4-1,NCGC00096095-02,2.1,-2.2,-4.729209439,1.21,63.80320443,111.504293,74.20401305,114.2071231,112.4819189,110.9072611,113.6601995,109.196534,116.2323141,105.3388054,103.9888776,105.2144064,91.99291188,74.20401305,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,8-Cl-Ado,TERT,NC1=NC=NC2=C1N=C(Cl)[N]2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O
s-my-C8-m4-1,NCGC00142400-06,1.3,4,-5.379209439,1.01,113.4327461,105.0082754,112.5282668,111.4327461,102.5482488,3.75091563,105.2064949,101.9123539,102.0514148,107.3632718,108.9334823,107.9519045,112.6001155,112.5282668,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Chenodeoxycholic acid,NR14H,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
s-my-C8-m4-1,NCGC00142423-03,1.3,4,-6.029209439,4.954917313,100.3357096,105.8089144,100.5145615,104.8089144,103.9955012,111.1326224,103.8683586,103.323738,105.0398261,106.9485991,97.33124376,105.035979,98.64054703,100.5145615,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Phlorizin,SCL5A2,OC[C@H]1O[C@@H](OC2=C(C(=O)CCC3=CC=C(O)C=C3)C(=CC(=C2)O)O)[C@H](O)[C@@H](O)[C@@H]1O
s-my-C8-m4-1,NCGC00142483-02,1.3,4,-8.629209439,1,110.5373918,89.53739176,111.9486494,93.53739176,102.2744123,103.6530487,109.0155467,109.2718537,111.3428085,104.3913394,115.4770915,114.8095571,106.4222595,111.9486494,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Cytidine,NA,NC\1=N\C(=O)N(\C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
s-my-C8-m4-1,NCGC00142598-05,1.3,4,-5.029209439,0.9,98.49646646,108.1131981,101.4075647,109.1131981,111.4934438,108.527602,104.5550644,107.7102686,105.7217442,107.4354327,107.5127943,105.7264421,99.84925507,101.4075647,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,beta-Sitosterol,NA,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C\C=C/4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
s-my-C8-m4-1,NCGC00142599-02,1.3,4,-6.540414661,0.3,99.49242323,114.5673821,100.0049164,112.5673821,114.5680524,108.9983047,112.5768378,107.0961069,103.0939076,112.282589,107.071145,102.9642493,106.8687332,100.0049164,0.00039023,0.001170645,0.003511889,0.010535668,0.031606959,0.094820876,0.284462673,0.853387972,2.560163871,7.680491567,23.04147465,Stigmasterol,NA,CC[C@H](\C=C\[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C\C=C/4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
s-my-C8-m4-1,NCGC00142605-03,1.3,4,-7.179209439,2.720221214,103.2578881,96.84486599,100.6023661,96.75788813,95.58036968,99.57556487,96.77896002,98.66691365,110.2846678,101.5521852,101.5174427,103.0482106,104.4286065,100.6023661,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Salicin,NA,OC[C@H]1O[C@@H](OC2=CC=CC=C2CO)[C@H](O)[C@@H](O)[C@@H]1O
s-my-C8-m4-1,NCGC00142615-03,1.3,4,-5.467973445,0.3,90.35983018,114.1662255,95.4942294,113.6662255,109.1089827,109.736126,110.8057077,108.3916184,103.6487432,103.9942906,104.3159085,97.98279272,101.2771507,95.4942294,0.001560829,0.004682535,0.014047558,0.042142627,0.126427834,0.379283548,1.137850599,3.413551797,10.24065539,30.72196622,92.16589862,Epinephrine,ADRA1A,OC1=CC([C@H](CNC)O)=CC=C1O
s-my-C8-m4-1,NCGC00142624-04,5,4,NA,NA,NA,NA,96.8832232,109.196377,107.7424529,109.5582567,107.4287337,105.510889,103.9937701,110.2713267,121.0300156,101.7326706,117.6044576,96.8832232,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Lactulose,NA,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
s-my-C8-m4-1,NCGC00159326-02,1.3,4,-5.479209439,0.3,90.2473605,109.1008545,98.2154175,111.1008545,96.30260589,109.499432,110.4090052,108.8685852,96.29901002,101.3156858,102.0581129,103.5549037,92.05627617,98.2154175,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Lincomycin  hydrochloride,NA,O[C@H](C)[C@@H](N[C@]([C@@H]2C[C@@H](CCC)CN2C)=O)[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O1.Cl
s-my-C8-m4-1,NCGC00159336-05,5,4,NA,NA,NA,NA,96.90063883,107.9994686,107.9364111,95.56972537,105.1051122,101.3927614,105.6599091,107.134341,103.4949886,108.6598648,100.2173623,96.90063883,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Sulbactam,NA,CC1(C)[C@@H](N2[C@@H](CC2=O)[S+]1([O-])=O)C(O)=O
s-my-C8-m4-1,NCGC00159337-06,2.3,-3,-4.479209439,4.954917313,54.87113069,102.1771658,62.38429935,97.17716584,107.0622103,106.3731014,98.67199368,98.02353957,107.930253,96.6518165,105.1582315,100.98752,104.7165619,62.38429935,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Efavirenz,TERT,FC(F)(F)C1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC3CC3
s-my-C8-m4-1,NCGC00159341-03,1.3,4,-6.567973445,0.3,115.2773729,102.2773729,112.7826632,101.7773729,109.2638742,107.0541044,104.394843,107.3703359,108.1030985,113.3840572,108.9508927,112.8271994,113.4364152,112.7826632,0.001560829,0.004682535,0.014047558,0.042142627,0.126427834,0.379283548,1.137850599,3.413551797,10.24065539,30.72196622,92.16589862,Lamivudine,TERT,[C@@H]1(O[C@H](CS1)N\2C(\N=C(/C=C/2)N)=O)CO
s-my-C8-m4-1,NCGC00159346-05,2.3,-2.4,-4.429209439,4.954917313,79.04485361,110.2909467,86.58586912,104.2909467,111.1291135,110.1806276,110.534359,113.0009169,108.6581554,111.1648372,112.4194333,110.6570707,112.414104,86.58586912,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Terbinafine hydrochloride,NA,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=C1C=CC=C2
s-my-C8-m4-1,NCGC00159349-07,1.3,4,-5.179209439,0.5,98.10597821,109.506402,99.55963131,111.006402,108.1412925,107.2088808,108.9429155,109.1097413,107.4532528,110.3086934,105.1749337,98.58938217,108.1457593,99.55963131,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Levonorgestrel,PGR,CC[C@]12CC[C@H]3[C@@H](CCC/4=C/C(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
s-my-C8-m4-1,NCGC00159356-02,1.3,4,-5.029209439,0.4,111.3151187,96.36316227,108.3066234,100.3151187,89.52182167,97.25511244,97.6250382,102.6688321,99.66260064,97.9222778,52.30021174,102.2131213,103.35367,108.3066234,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Nandrolone phenylpropionate,NA,O=C\1CC[C@H]5C(=C/1)/CC[C@@H]2[C@@H]5CC[C@]3(C)[C@H](CC[C@@H]23)OC(=O)CCc4ccccc4
s-my-C8-m4-1,NCGC00159360-02,1.3,4,-7.429209439,3.131998336,116.1581285,108.4192554,109.5137719,107.6581285,107.0424009,111.2801922,108.4722118,115.3509154,117.6914611,116.9829675,114.7554053,118.4542443,113.5707783,109.5137719,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Betamethasone dipropionate,NA,F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](COC(CC)=O)=O)(OC(CC)=O)[C@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O
s-my-C8-m4-1,NCGC00159370-05,1.3,4,-5.829209439,4.954917313,118.5844493,108.5297848,102.6872648,113.0844493,113.4305766,110.2387298,110.1547533,108.6311963,103.7062098,101.7888955,114.927787,124.1882645,113.0155984,102.6872648,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Docosanol,NA,CCCCCCCCCCCCCCCCCCCCCCO
s-my-C8-m4-1,NCGC00159406-11,1.3,4,-6.129209439,1.92824246,103.0632524,109.1606824,100.3294907,106.6606824,110.7222267,110.7179627,104.5858148,111.2736585,110.8838937,105.5377045,105.7556913,100.5991217,107.394687,100.3294907,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Noradrenaline bitartrate monohydrate,ADRA1A,NC[C@H](O)C1=CC=C(O)C(=C1)O
s-my-C8-m4-1,NCGC00159418-02,5,4,NA,NA,NA,NA,111.5574172,112.1555309,111.9393488,113.9258079,115.6282067,111.2526363,111.2152907,110.9733387,112.7413126,107.3417276,108.0636721,111.5574172,0.001560829,0.004682535,0.014047558,0.042142627,0.126427834,0.379283548,1.137850599,3.413551797,10.24065539,30.72196622,92.16589862,Tegafur,NA,O=C(N1)N(C2OCCC2)C=C(F)C1=O
s-my-C8-m4-1,NCGC00159422-02,1.3,4,-6.929209439,4.954917313,111.7286108,102.8502119,103.1523739,105.2286108,104.2937061,94.91327837,110.15244,100.2135525,112.612059,112.2977468,105.6758105,115.7293036,111.6770904,103.1523739,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Tiopronin,NA,CC(S)C(=O)NCC(O)=O
s-my-C8-m4-1,NCGC00159438-02,1.3,4,-4.567973445,0.4,83.78555382,111.0625113,90.16504673,102.0625113,123.376585,104.447861,116.717527,104.6552363,103.6628201,101.7810209,101.9428266,106.7737257,98.57487007,90.16504673,0.001560829,0.004682535,0.014047558,0.042142627,0.126427834,0.379283548,1.137850599,3.413551797,10.24065539,30.72196622,92.16589862,L-selenomethionine,NA,O=C(O)C(CC[Se]C)N
s-my-C8-m4-1,NCGC00159453-06,1.3,4,-5.879209439,3.511748169,102.5502261,112.0873209,104.6629002,110.0873209,111.6020945,113.179854,111.9362501,108.3979682,116.3504983,110.9655727,105.6660253,100.0564085,102.7185062,104.6629002,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Zileuton,ALOX5,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
s-my-C8-m4-1,NCGC00159455-04,4,-2.1,-4.317973445,1.6266151,-14.21227085,95.99035243,0.08520832,102.2100596,100.5863631,98.7785379,97.17627745,103.7469938,98.17853814,87.13111751,78.27318668,82.31434304,74.52004951,0.08520832,0.001560829,0.004682535,0.014047558,0.042142627,0.126427834,0.379283548,1.137850599,3.413551797,10.24065539,30.72196622,92.16589862,Gefitinib,EGFR,COC1=CC2=NC=NC(=C2C=C1OCCCN3CCOCC3)NC4=CC=C(F)C(=C4)Cl
s-my-C8-m4-1,NCGC00159456-06,2.3,-2.4,-4.429209439,4.954917313,61.80631832,100.0198291,71.00857011,97.01982907,91.28353106,101.2484792,99.93681332,95.79464585,97.79483283,107.7669947,105.4900784,97.43776417,104.3175541,71.00857011,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Imatinib,ABL1,CN1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=CC=C(C)C(=C3)NC4=NC=CC(=N4)C5=CC=CN=C5
s-my-C8-m4-1,NCGC00159459-02,1.1,-1.2,-5.779209439,2.248116706,51.12223952,110.4884481,49.3761859,112.073505,108.5620014,109.4149926,114.4589284,102.710361,115.2267547,108.0419197,77.21118361,59.36182769,50.84045527,49.3761859,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Mycophenolate mofetil,IMPDH1,C2(C)=C(OC)C(CC=C(C)CCC(=O)OCCN1CCOCC1)=C(O)C3=C2COC3=O
s-my-C8-m4-1,NCGC00159460-02,1.3,4,-6.479209439,4.954917313,112.3131363,99.35854601,111.0032319,99.31313626,103.8298843,99.64676328,102.4428632,96.66538917,95.18431105,114.7072734,111.3147419,109.4520255,115.5602552,111.0032319,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Indinavir,NA,O[C@H](CN1CCN(CC4=CC=CN=C4)C[C@H]1[C@@](NC(C)(C)C)=O)C[C@@H](CC5=CC=CC=C5)C(N[C@@H]2[C@H](O)CC3=C2C=CC=C3)=O.O=S(O)(O)=O
s-my-C8-m4-1,NCGC00159461-03,2.3,-2.2,-4.629209439,1,63.80933358,114.5096667,75.17320135,118.8803851,112.4662974,116.687034,112.9835181,110.1897048,115.9451207,102.1654328,108.2564258,107.2415122,99.12505912,75.17320135,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Amprenavir,NA,[H][C@@](O)(CN(CC(C)C)[S+]([O-])(=O)C1=CC=C(N)C=C1)[C@]([H])(CC2=CC=CC=C2)NC(=O)O[C@@]3([H])CCOC3
s-my-C8-m4-1,NCGC00159483-03,1.3,4,-8.729209439,1.21,106.7630733,97.26307334,104.4803194,99.26307334,102.6198666,106.252393,103.0920371,107.6901937,109.5198312,106.3837616,108.0904509,108.5257493,104.2212716,104.4803194,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Hydroxychloroquine sulfate,MAP1LC3A,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(=CC=C12)Cl
s-my-C8-m4-1,NCGC00159489-04,1.3,4,-8.379209439,4.954917313,106.1082609,100.1302637,105.5198353,103.6082609,96.54326321,107.935475,102.4277855,103.850793,106.6288847,105.5199865,104.2924662,111.5083253,108.6016115,105.5198353,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Chloramphenicol Palmitate,NA,O=[N+]([O-])c1ccc(cc1)[C@@H](O)[C@@H](COC(=O)CCCCCCCCCCCCCCC)NC(=O)C(Cl)Cl
s-my-C8-m4-1,NCGC00159491-05,1.3,4,-6.229209439,0.9,112.8180437,102.5222308,109.7071782,105.8180437,104.1790067,93.90486629,109.9616411,98.73768803,110.3302077,106.0619112,106.1402941,115.828751,114.249751,109.7071782,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Rimantadine,NA,CC(N)C12CC3CC(CC(C3)C1)C2
s-my-C8-m4-1,NCGC00159508-05,1.1,-2.2,-4.929209439,1.4163171,43.49598707,103.1380159,50.8274831,102.1024678,95.30825007,110.4720022,104.0082402,96.15171424,104.9121033,108.0411046,99.30999397,87.01376908,68.62949621,50.8274831,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Rose Bengal disodium,NA,[O-]C(=O)C1=C(C(=C(Cl)C(=C1Cl)Cl)Cl)C/2=C/3\C=C(I)/C(=O)/C(=C3OC4=C2C=C(I)C(=C4I)[O-])I
s-my-C8-m4-1,NCGC00159509-02,2.3,4,-5.129209439,1.1,94.77932449,106.3076115,104.5395639,107.3076115,107.7025757,98.27909427,105.733576,112.825706,108.1982083,102.3570535,104.0560196,103.1540998,97.70070565,104.5395639,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Perindopril,ACE,N1([C@@H](C[C@H]2[C@@H]1CCCC2)C(=O)O)C([C@@H](N[C@H](C(=O)OCC)CCC)C)=O
s-my-C8-m4-1,NCGC00159510-04,2.1,-2.2,-4.629209439,4.094972986,58.41463424,111.8851799,62.64879228,113.3805361,112.493565,114.7775187,110.645979,111.1536244,117.6023551,110.6470133,111.2599077,106.490971,101.709332,62.64879228,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Aripiprazole,HTR2A,ClC1=CC=CC(=C1Cl)N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2
s-my-C8-m4-1,NCGC00159513-02,1.3,4,-7.229209439,3.989972986,106.7699788,97.98086484,106.022904,97.26997884,103.5627292,96.79192744,95.77905051,103.2236328,107.700558,103.4699397,107.1378147,107.8394235,108.9928581,106.022904,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Cefprozil,NA,O=C1N(C(C(O)=O)=C2C=CC)[C@@](SC2)([H])[C@@]([H])1NC([C@@H](C3=CC=C(O)C=C3)N)=O.O
s-my-C8-m4-1,NCGC00159515-02,1.3,4,-7.779209439,2.720221214,110.0184812,104.7865697,105.4410664,106.5184812,102.9918883,105.9014131,107.5355575,114.5312749,110.4937865,116.3324748,106.5814177,104.751907,109.2861783,105.4410664,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Zopiclone,GABRA1,O=C1N(C3=NC=C(Cl)C=C3)[C@@H](OC(N4CCN(C)CC4)=O)C2=NC=CN=C12
s-my-C8-m4-1,NCGC00159518-04,2.3,4,-4.429209439,4.954917313,78.53371799,99.60979371,83.54639728,88.60979371,105.4432714,106.6561506,106.1468387,96.54615214,95.94256414,91.63871314,99.11894332,101.6573157,102.0549257,83.54639728,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Rabeprazole,NA,COCCCOC1=CC=NC(=C1C)C[S+]([O-])C2=NC3=CC=CC=C3[N-]2
s-my-C8-m4-1,NCGC00159521-05,1.3,4,-8.890414661,3.511748169,108.7537197,97.75371974,111.3396866,97.75371974,102.0523175,108.8915415,111.6391,107.1042991,104.9242612,107.2595222,104.6682212,110.3239968,110.1768398,111.3396866,0.00039023,0.001170645,0.003511889,0.010535668,0.031606959,0.094820876,0.284462673,0.853387972,2.560163871,7.680491567,23.04147465,Zoledronic acid monohydrate,FDPS,OC(C[N]1C=CN=C1)([P](O)(O)=O)[P](O)(O)=O
s-my-C8-m4-1,NCGC00159541-02,2.3,4,-5.279209439,3.929472986,117.5,99.5799859,106.0813857,100,92.98332158,99.96309305,104.4561572,101.3912378,99.83845333,99.913635,96.60331,108.6040705,117.2808962,106.0813857,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,S-Trityl-L-cysteine,KIF11,N[C@H](CSC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)C(O)=O
s-my-C8-m4-1,NCGC00159544-02,1.3,4,-5.679209439,1.967336206,91.21553826,106.8727103,89.4917336,105.8727103,104.5530049,103.4557503,110.2822861,107.7246919,107.0200482,107.9652291,100.7808424,92.37650493,94.70894291,89.4917336,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Zaldaride maleate,CALM1,CC1(CN2CCC(CC2)N3C(=O)NC4=C3C=CC=C4)OCC5=CC=CC=C5[N]6C=CC=C16
s-my-C8-m4-1,NCGC00159559-01,1.3,4,-8.479209439,0.7,109.5440325,94.54403246,111.6259318,96.54403246,101.9576035,108.8285981,101.0084898,104.2316547,114.7124748,109.3524798,113.6098048,107.1775093,105.4915162,111.6259318,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Eplerenone,NR3C2,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]4O[C@@]45[C@@]2([H])[C@@H](CC6=CC(=O)CC[C@]56C)C(=O)OC
s-my-C8-m4-1,NCGC00159570-01,1.3,-1.2,-7.679209439,0.3,92.29646183,132.7185935,92.21661973,128.7185935,114.4088024,114.1187104,113.9745255,105.6467565,103.6755414,103.9589224,105.6554757,99.50328217,98.06096703,92.21661973,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,RITA,MDM2,OCC1=CC=C(S1)C2=CC=C(O2)C3=CC=C(CO)S3
s-my-C8-m4-1,NCGC00159574-02,2.1,-3,-4.479209439,4.954917313,26.84992669,108.4127967,40.05494177,111.0081139,110.2742602,109.373831,104.2917596,103.6684405,105.586573,110.0257034,110.7644264,109.404403,106.6444939,40.05494177,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,ZM 44739,AURKA,COC1=C(OCCCN2CCOCC2)C=C3N=CN=C(NC4=CC=C(NC(=O)C5=CC=CC=C5)C=C4)C3=C1
s-my-C8-m4-1,NCGC00160162-03,5,4,NA,NA,NA,NA,105.9492719,107.1112564,100.240869,108.0928616,110.4551732,108.6357533,104.8423682,108.0994789,105.6250718,104.2575696,110.6895761,105.9492719,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Hordenine,NA,CN(C)CCC1=CC=C(O)C=C1
